Mass 	Diameter	Density	Gravity	Escape Velocity	Rotation Period	Length of Day	Distance from Sun	Perihelion	Aphelion	Orbital Period	Orbital Velocity	Orbital Inclination	Orbital Eccentricity	Obliquity to Orbit	Mean Temperature	Surface Pressure	Number of Moons	Ring System	Global Magnetic Field
0.642	6792	3933	3.7	5	24.6	24.7	227.9	206.6	249.2	687	24.1	1.9	0.094	25.2	-65	0.01	2	No	No
